0,1,12,5,153,14157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,1,255,1,0,1,0.16,0,0,0,0.59,1,0,0
7399,2,20,5,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.72,0.95,0,0,0,0,0,1,0,0
0,1,24,5,557,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,133,119,0.47,0.04,0.01,0.02,0.01,0,0,0,1,0,0
0,1,12,5,253,2174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.5,1,0,1,255,248,0.97,0.01,0,0,0,0,0,0,1,0,0
0,1,12,5,145,13187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,0
46,1,12,5,303,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,0
0,1,12,5,315,1282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,1,0,0.19,255,255,1,0,0,0,0,0,0,0,1,0,0
0,3,6,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,119,119,1,0,1,0,0,0,0,0,1,0,0
0,1,9,5,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,25,50,0.12,0.16,0.12,0.04,0,0,0,0,1,0,0
0,1,12,5,233,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1,0,0
8,1,24,5,1778,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,121,162,0.72,0.05,0.01,0.01,0,0,0,0,1,0,0
0,1,12,5,199,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,0,1,0,0.06,255,255,1,0,0,0,0,0,0,0,1,0,0
0,1,12,5,329,16151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,34,34,1,0,0.03,0,0,0,0,0,1,0,0
0,3,5,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,3,0.01,0.01,0.02,0,0,0,0,0,1,0,0
0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,6,255,1,0,0.17,0.15,0,0,1,1,1,0,0
0,2,20,5,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.5,0.82,0,0,0,0,0,1,0,0
0,2,22,5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,242,0.95,0.01,0,0,0,0,0,0,1,0,0
0,1,12,5,285,14265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,63,255,1,0,0.02,0.01,0,0,0,0,1,0,0
0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,228,1,0,0.33,0.1,0,0,1,1,1,0,0
0,1,12,5,207,354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,0
0,1,12,5,240,3181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,68,255,1,0,0.01,0.04,0,0,0,0,1,0,0
0,1,12,5,317,458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,54,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,1,0,0
0,1,12,5,299,6644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,22,255,1,0,0.05,0.01,0,0,0,0,1,0,0
0,1,12,5,193,383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,58,0,0,0.04,0.02,1,0,0.05,62,255,1,0,0.02,0.04,0,0.01,0.02,0.01,1,0,0
0,1,12,5,322,756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,0
2579,2,20,5,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.85,0.98,0,0,0,0,0,1,0,0
0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2,255,1,0,0.5,0.15,0,0,1,1,1,0,0
8,1,24,5,1552,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,153,138,0.47,0.02,0.01,0.02,0,0,0,0,1,0,0
0,1,12,5,278,2138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,1,0,0.2,7,255,1,0,0.14,0.05,0,0,0,0,1,0,0
0,1,12,5,206,745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,11,255,1,0,0.09,0.02,0,0,0,0,1,0,0
0,1,12,5,232,765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,50,60,1,0,0.02,0.05,0.02,0.02,0,0,1,0,0
0,1,12,5,314,1474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,7,255,1,0,0.14,0.03,0,0,0,0,1,0,0
0,2,22,5,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,0,0,1,0,0
30,1,26,5,899,67126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,107,8,0.07,0.05,0.01,0,0,0,0,0,1,0,0
0,1,12,5,190,5100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,0.15,178,255,1,0,0.01,0.04,0,0,0,0,1,0,0
0,1,12,5,336,262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,0
0,1,12,5,235,2507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1,0,0
0,1,12,5,211,19481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,255,255,1,0,0,0,0,0,0,0,1,0,0
0,1,12,5,220,574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0,0,1,0,0.14,119,255,1,0,0.01,0.03,0,0,0.01,0,1,0,0
